title,creators,publication_date,publisher_country,distributor_country,publisher,distributor,doi,url
An actualized catalogue of the Psychodidae (Diptera) of Mexico and their known distribution by state,Sergio Ibáñez-Bernal; Juana Durán-Luz,2022-02-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/3e74mk,
"Re-description of Hoffeinsodes inexpectatus (Wagner, 2012) (Psychodidae, Bruchomyiinae) from Baltic amber",RÜDIGER WAGNER; CHRISTEL HOFFEINS; HANS WERNER HOFFEINS,2021-02-26,SWITZERLAND,,Plazi,,10.11646/palaeoentomology.4.1.2,
"Contribution to the knowledge of Parantiteuchus (Heteroptera, Pentatomidae, Discocephalinae): description of the male of P. hemitholus Ruckes, 1962",José Antônio M. Fernandes; Jocélia Grazia,2002-11-08,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.99.1.1,
"First records of Thryaplax Castro, 2007 and Calocarcinus Calman, 1909 (Crustacea: Decapoda: Brachyura) from the Kermadec Islands, New Zealand",Shane T. Ahyong,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.185338,
"Blütenspanner aus Vorarlberg, Austria occ., dem Fürstentum Liechtenstein und dem angrenzenden Graubünden (Lepidoptera, Geometridae, Eupitheciini) Zum Gedenken an den Vorarlberger Amateur-Entomologen Johann Battisti, 1898 - 1979",E. Aistleitner,2012-12-28,SWITZERLAND,,Plazi,,10.5281/zenodo.4524580,
"Outline, phylogenetic and divergence times analyses of the genus Haploporus (Polyporales, Basidiomycota): two new species are proposed",Heng Zhao; Josef Vlasak; Yuan Yuan,2023-07-24,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/43sadh,
"The Fucales (Ochrophyta, Phaeophyceae) of the Island of Pantelleria (Sicily Channel, Mediterranean Sea): a new contribution",Giuliana Marletta; Andrea Lombardo,2023-06-15,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/q28sbd,
"Water mites from Mount Kinabalu and the Crocker Range, Borneo, Malaysia (Acari: Hydrachnidia), with the description of 34 new species",Harry Smit; Vladimir Pešić,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3876.1.1,
"Eriocaenus (Acari: Trombidiformes: Eriophyoidea), a new genus from Equisetum spp. (Equisetaceae): morphological and molecular delimitation of two morphologically similar species",Radmila U. Petanović; James W. Amrine Jr; Philipp E. Chetverikov; Tatjana K. Cvrković,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4013.1.3,
"New species of Helicopsyche von Siebold 1856 (Trichoptera: Helicopsychidae) from Brazil, including the redescription of Helicopsyche (Feropsyche) planorboides Machado 1957",Leandro Lourenço Dumas; Jorge Luiz Nessimian,2019-06-19,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4619.2.2,
Taxonomic revision of Habenaria josephi group (sect. Diphyllae s. l.) in the Pan-Himalaya,Tirtha Raj Pandey; Xiao-Hua Jin,2021-04-06,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/phytokeys.175.59849,
The medicinal plants of Myanmar,Robert A. DeFilipps; Gary A. Krupnick,2018-06-28,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/phytokeys.102.24380,
"Two new genera and two new species of eriophyoid mites (Acari: Eriophyoidea) from North Bengal, India",Samiran Chakrabarti; Surajit Sur; Sourav Roy; Sanjay Sarkar,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4236.1.10,
"Mysmenidae (Arachnida, Araneae), a spider family newly recorded from Vietnam",Yucheng Lin; Shuqiang Li,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3826.1.5,
Taxon list of Raphidioptera from Germany compiled in the context of the GBOL project,,,,,,,10.15468/obkvht,
"Unifying systematics and taxonomy: Nomenclatural changes to Nearctic tiger beetles (Coleoptera: Carabidae: Cicindelinae) based on phylogenetics, morphology and life history",Daniel P. Duran; Harlan M. Gough,2019-09-30,SWITZERLAND,,Plazi,,10.5281/zenodo.3467083,
"New species of Cerambycinae and Lamiinae from Ecuador and Honduras, with transference of a species of Rhinotragini (Coleoptera, Cerambycidae)",Josef Vlasak; Antonio Santos-Silva,2020-03-09,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4748.3.3,
A new species of the genus Synonychimorpha Miyatake (Coleoptera: Coccinellidae) from South India,J. Poorani,2003-06-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.212.1.1,
"Revision of the Bivalvia from the Upper Jurassic Reuchenette Formation, Northwest Switzerland — Ostreoidea",Jens Koppka,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3927.1.1,
Redux Sellow: revealing Sellow’s collections from the Herbier Impérial du Brésil at the Paris Herbarium,Pedro Luís Rodrigues De Moraes,2023-05-09,SWITZERLAND,,Plazi,,10.15468/r7r95a,
Peanut worms of the phylum Sipuncula from the Nha Trang Bay (South China Sea) with a key to species,Andrey V. Adrianov; Anastassya S. Maiorova,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.279772,
"Taxonomy 2.0: Sequencing of old type specimens supports the description of two new species of the Lasiocampa decolorata group from Morocco (Lepidoptera, Lasiocampidae)",Wolfgang Speidel; Axel Hausmann; Günter C. Müller; Vasiliy Kravchenko; Josef Mooser; Thomas J. Witt; Khalid Khallaayoune; Sean Prosser; Paul D. N. Hebert,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3999.3.5,
"Two new species and a new combination of Allacta (Blattodea, Ectobiidae, Pseudophyllodromiinae) from China, with notes on their behavior in nature",Jia-Jun He; Yu-Hong Zheng; Lu Qiu; Yan-Li Che; Zong-Qing Wang,2019-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.836.31673,
"Review of the genera Rondoniella Kaszab, 1970 and Durandius Kaszab, 1970 (Coleoptera: Tenebrionidae), with description of R. hosoishii sp. nov. from an ant nest in Cambodia",Munetoshi Maruyama; Kiyoshi Ando,2022-11-16,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/kzzj32,
"A new species of Isocossus Roepke, 1957 (Lepidoptera: Cossidae) from Vietnam, including a world catalogue of the genus",Roman V. Yakovlev,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3990.1.9,
"A taxonomic revision of Bolbapium Boucomont, 1910 (Coleoptera: Scarabaeoidea: Geotrupidae)",Edrielly Carolinne Carvalho; Fernando Z. Vaz-de-Mello,2022-08-18,SWITZERLAND,,Plazi,,10.15468/638p5z,
"Two new species in the genus Indolipa Emeljanov, 2001 (Hemiptera: Fulgoromorpha: Cixiidae: Pentastirini) from China",Yang Luo; Jing-Jie Liu; Ji-Nian Feng,2019-02-22,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4560.1.11,
"New genera, new species and redescriptions of Australian jumping spiders (Araneae: Salticidae)",Barry J. Richardson,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4114.5.1,
"Three new species of the pill millipede genus Hyleoglomeris Verhoeff, 1910, from northern Thailand (Diplopoda, Glomerida, Glomeridae)",Natdanai Likhitrakarn; Sergei I. Golovatch; Somsak Panha,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4044.1.7,
"Revision of the species-group of Mischocyttarus (Omega) filiformis (de Saussure 1854), with description of three new species (Hymenoptera, Vespidae)",Rafael Cabral Borges; Orlando Tobias Silveira,2019-08-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4657.3.7,
"Trophobiosis between a new species of Acropyga (Hymenoptera, Formicidae) and new Neochavesia (Hemiptera, Xenococcidae) from Peru, and establishment of the Acropyga smithii species-group",John S. LaPolla; Scott A. Schneider,2023-03-17,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/yfcma7,
"Nereididae (Annelida: Phyllodocida) of Lizard Island, Great Barrier Reef, Australia",Christopher J. Glasby,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4019.1.11,
"Catalogue of the Australian peacock spiders (Araneae: Salticidae: Euophryini: Maratus, Saratus), version 3",Jürgen C. Otto; David E. Hill,2019-09-20,SWITZERLAND,,Plazi,,10.5281/zenodo.3732535,
"Four new species of Pyropia (Bangiales, Rhodophyta) from the west coast of North America: the Pyropia lanceolata species complex updated",Sandra C. Lindstrom; Jeffery R. Hughey; Luis E. Aguilar Rosas,2015-06-25,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/phytokeys.52.5009,
Nomenclature and typification in Verbascum (Scrophulariaceae) from North Africa,Hamid Khamar; Jalal El Oualidi; Amina Ouazzani Touhami; Laure Civeyrel,2023-04-27,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/tku7xz,
Subterranean Campodeidae fauna from Sicily (Diplura): its biogeographical interest with the description of a new species of Plusiocampa,Alberto Sendra; Giuseppe Nicolosi; Elena Amore,2019-10-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4679.2.5,
"Redescription of three species of Hysterothylacium (Nematoda: Anisakidae) from marine fishes from the Yellow Sea, China, with the synonymy of Hysterothylacium muraenesoxin (Luo, 1999)",Liang Li; Zhen Xu; Luping Zhang,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.184159,
Remarkable new species of epedanid from Vietnam (Arachnida: Opiliones Laniatores: Epedanidae),Aleksey N. Tchemeris,2020-10-01,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4858.3.8,
FAMILY CHIRONOMIDAE,Humberto Fonseca Mendes; Luiz Carlos Pinho,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4122.1.16,
"Revision of Epyris afer (Magretti, 1884), comb. rev. (Hymenoptera: Bethylidae) with new synonymy and description of two new species",Paulo R. W. Stein; Isabel D. C. C. Alencar; Diego N. Barbosa; Celso O. Azevedo,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.204624,
Three new species of free-living marine nematodes from the central basin of the South China Sea,Yang Lu; Xinxin Sui; Yong Huang,2022-08-18,SWITZERLAND,,Plazi,,10.15468/segm45,
"Type specimens and names assigned to Coprophanaeus (Megaphanaeus) d’Olsoufieff, 1924, the largest New World dung beetles (Coleoptera: Scarabaeidae: Phanaeini)",Maria E. Maldaner; Mario Cupello; Daniela C. Ferreira; Fernando Z. Vaz-De-Mello,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4272.1.4,
"Contribution to the knowledge of Macrolycini with description of Calcaeron, new genus (Coleoptera, Lycidae)",Sergey V. Kazantsev,2004-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.157515,
"Description of a new species of Schizodon (Characiformes: Anostomidae) from the upper rio Tapajós basin, Brazil",Heraldo A. Britski; Júlio C. Garavello; Jorge L. Ramirez,2023-08-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/cyr73b,
"A revision of the subgenus Osmia (Diceratosmia), with descriptions of four new species (Hymenoptera, Megachilidae)",Molly G. Rightmyer,2017-10-17,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4337.1.1,
Rediscovering Anhanga: redescription and considerations on its taxonomic placement (Hemiptera: Heteroptera: Pentatomidae),Filipe M. Bianchi; Aline Barcellos; Jocelia Grazia,2016-11-15,SWITZERLAND,,Plazi,,10.5281/zenodo.3579152,
"ClassiIication, Natural History, and Evolution oI the SubIamily Peloniinae OPITZ (Coleoptera, Cleroidea, Cleridae). Part XIII. The New World genera oI checkered beetles of the Labasiella complex",Weston Opitz,2019-07-26,SWITZERLAND,,Plazi,,10.5281/zenodo.3762392,
"A review of the genera Cleigastra Macquart, Gonarcticus Becker, Gonatherus Rondani, Hexamitocera Becker, Nanna Strobl, Orthacheta Becker and Spathephilus Becker (Diptera, Scathophagidae) of Russia",A. L. Ozerov; M. G. Krivosheina,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4012.2.1,
"The genus Clubiona Latreille, 1904 (Araneae: Clubionidae) in the Maghreb, with notes on the genevensis group and new records from the Mediterranean Region",Robert Bosmans; Arnaud Henrard; Souâd Benhalima; Ourida Kherbouche-Abrous,2017-11-22,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4353.1.1,
"The Crematogaster (Hymenoptera, Formicidae, Myrmicinae) of Costa Rica.",J. T. Longino,2003-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/wkbsi7,
"Étude d’un assemblage original de microvertébrés du Pléistocène moyen du nord-est de l’Algérie (Ben Kérat, Oued Zenati) et description de deux nouveaux muridés",Emmanuelle Stoetzel; Martin Pickford,2022-02-17,SWITZERLAND,,Plazi,,10.15468/g2rw3s,
"Annotated type catalogue of the Orthalicoidea (Mollusca, Gastropoda) in the Museum fuer Naturkunde, Berlin",Abraham S. H. Breure,2013-03-25,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.279.4701,
"A new species of feather-tailed leaf-toed gecko, Kolekanos Heinicke, Daza, Greenbaum, Jackman, Bauer, 2014 (Squamata, Gekkonidae) from the poorly explored savannah of western Angola",Javier Lobon-Rovira; Werner Conradie; Ninda L. Baptista; Pedro Vaz Pinto,2022-11-02,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/h5ejsj,
"Review of Anhoplocampa Wei (Hymenoptera, Tenthredinidae), with description of a new species and a new combination",Meicai Wei; Gengyun Niu,2011-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.159.2476,
Japanagromyza Sasakawa (Diptera: Agromyzidae) of Africa,Owen Lonsdale,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3709.5.3,
"Notalina (Neonotalina) ralphi sp. nov. (Trichoptera, Leptoceridae), a new long-horned caddisfly from the Cerrado biome of Brazil, with new records for N. (Neonotalina) brasiliana Holzenthal, 1986 and an identification key",Erica Silva Pereira; Ian Oliveira; Gleison Robson Desiderio; Adolfo Calor; Neusa Hamada,2022-07-11,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/krv7gs,
Five new species of Hypseloecus Reuter (Hemiptera: Miridae) on hemiparasitic Santalales from India,H. M. Yeshwanth,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3878.1.6,
"Coeliccia rolandorum sp. nov. from eastern Cambodia and southern Vietnam, the eastern relative of C. kazukoae Asahina, 1984 (Odonata: Platycnemididae)",Oleg E. Kosterin; Tom Kompier,2017-11-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4341.4.4,
The biting and predaceous midges of Guadeloupe (Diptera: Ceratopogonidae). II. Species of the subfamily Dasyheleinae,Willliam L. Grogan; Florentina Díaz; Gustavo R. Spinelli; Maria M. Ronderos,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4184.2.1,
Notes on Oriental Clivinini and the description of two new species (Coleoptera: Carabidae: Clivinini),Michael Balkenohl,2018-07-27,SWITZERLAND,,Plazi,,10.5281/zenodo.3985402,
"A new species of Dendrocephalus (Crustacea, Anostraca) from Serra dos Carajás (Pará State, Brasil)",Christopher Rogers; João Pedro Corrêa Gomes; Fabio Vieira,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.213122,
"A new species of Neoatriplectides Holzenthal, 1997 (Insecta: Trichoptera: Atriplectididae), from Brazil, including description of the pupa of the genus",Leandro Lourenço Dumas; Jorge Luiz Nessimian,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.182191,
"Restrepia santanderensis (Orchidaceae: Pleurothallidinae), a new species from the western slope of the eastern Andes in Colombia",Nicolás Gutiérrez Morales; Juan Sebastián Moreno; Adam P. Karremans; Karen Gil-Amaya,2023-05-29,SWITZERLAND,,Plazi,,10.15468/natnvq,
"Two new genera and six new species of Stenosini (Coleoptera: Tenebrionidae Pimeliinae) from Myanmar (Burma), collected by René Fouquè",Wolfgang Schawaller; Sonia Bigalk,2021-11-15,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5068.1.7,
"A revision of the Chilean Brachyglutini - Part 2. Revision of Achilia Reitter, 1890: A. crassicornis, A. tumidifrons, A. bifossifrons, and A. lobifera species groups (Coleoptera: Staphylinidae: Pselaphinae)",,2017-03-22,SWITZERLAND,,Plazi,,10.5281/zenodo.322671,
A review of Augochlora (Oxystoglossella) bees from South America: unexpected Amazonian diversity and assessment of vulnerable species,Anderson Lepeco; Rodrigo Barbosa Gonçalves,2023-06-12,SWITZERLAND,,Plazi,,10.15468/74yzwb,
First record of a Xenophyophore (Rhizaria: Foraminifera) on the Chilean margin,Juan Francisco Araya; Andrew J. Gooday,2018-08-03,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4455.3.16,
"Zerconella Willmann, 1953, a forgotten group of Zerconidae (Acari: Mesostigmata)",Zsolt Ujvári,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.196960,
"Five new species of Centorisoma Becker from China, with an updated key to world species (Diptera, Chloropidae)",Xiaoyan Liu; Ding Yang,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3821.1.7,
Morphological diagnoses of higher taxa in Ophiuroidea (Echinodermata) in support of a new classification,Sabine Stöhr; Andrew F. Hugall; Ben Thuy; Alexander Martynov,2018-03-21,SWITZERLAND,,Plazi,,10.5852/ejt.2018.416,
Two new species of Nyctelia Latreille (Coleoptera: Tenebrionidae) from Argentinean Patagonia with zoogeographical and ecological remarks,Gustavo E. Flores; Germán H. Cheli,2014-02-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3765.3.4,
"Five new species of ant, chiefly from New Guinea.",H. S. J. K. Donisthorpe,1938-12-31,SWITZERLAND,,Plazi,,10.15468/oeygj4,
"Seven new Spanish species of the genus Synaldis (Hymenoptera, Braconidae, Alysiinae) with mesoscutal pit",Francisco Javier Peris; Jeno Papp; Sergey A. Belokobylskij; Ricardo Jiménez,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3764.1.3,
"An annotated and illustrated identification guide to common mesophotic reef sponges (Porifera, Demospongiae, Hexactinellida, and Homoscleromorpha) inhabiting Flower Garden Banks National Marine Sanctuary and vicinities",Maria Cristina Diaz; Marissa Nuttall; Shirley A. Pomponi; Klaus Ruetzler; Sarah Klontz; Christi Adams; Emma L. Hickerson; G. P. Schmahl,2023-05-11,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/c9uqy3,
"A new invasive weed-feeding species of Polypedilum (Pentapedilum) Kieffer from South Africa (Diptera: Chironomidae, Chironominae)",Trond Andersen; Orestes C. Bello González; Jan-Robert Baars; William Earle,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4000.5.5,
"A new Neomardara Hering, 1926 (Lepidoptera: Erebidae: Lymantriinae) from Nouabalé-Ndoki National Park, Republic of Congo",Gyula M. László,2023-04-19,SWITZERLAND,,Plazi,,10.15468/agc5wn,
"Molecular and morphological studies reveal a new species of Panaeolus (Agaricales, Basidiomycota) from Punjab, Pakistan",Muhammad Asif; Qudsia Firdous; Aiman Izhar; Abdul Rehman Niazi; Samina Sarwar; Abdul Nasir Khalid,2023-08-10,SWITZERLAND,,Plazi,,10.15468/prsakf,
"Central American Tetrigidae Rambur, 1838 (Orthoptera): a preliminary catalogue",Niko Kasalo; Piotr Naskrecki; Fran Rebrina; Josip Skejo,2023-04-14,SWITZERLAND,,Plazi,,10.15468/acysuk,
"The ammonoids from the Gattendorfia Limestone of Oberrödinghausen (Early Carboniferous; Rhenish Mountains, Germany)",Dieter Korn; Dieter Weyer,2023-07-19,SWITZERLAND,,Plazi,,10.15468/uznkan,
New species of mayflies (Ephemeroptera) from Cape Verde,Tomáš Soldán; Jindřiška Bojková,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3926.4.6,
"The identity of Aragara atra (Duda, 1934) (Diptera: Chloropidae)",Paula Raile Riccardi,2023-03-06,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/4kzw4c,
A preliminary list of the Pyraloid moths (Lepidoptera: Pyraloidea) of Kyrgyzstan,Sergey Yu. Sinev; Stanislav K. Korb,2022-05-17,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/kfqra2,
Beitrag zur Kenntnis der Höhlen-Oribatiden der Schweiz (Acari: Oribatida) (Neue und interessante Milben aus dem Genfer Museum LI),S. Mahunka,1993-12-31,SWITZERLAND,,Plazi,,10.15468/cdn2gw,
"Study of the genus Bracon Fabricius, 1804 (Hymenoptera: Braconidae) from Iran new subspecies, new records and an updated checklist",Mohammad Zargar; Konstantin Samartsev; Ali Asghar Talebi; Samira Farahani,2020-03-30,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4758.2.1,
"Six unrecorded macrofungi from the Royal Tombs (Donggureung and Seooreung) of the Joseon Dynasty and Jongmyo Shrine, Korea",Hae Jin Cho; Hyun Lee; Vladimir Li; Suldbold Jargalmaa; Nam Kyu Kim; Min-Ji Kim and Young Woon Lim,2018-02-28,SWITZERLAND,,Plazi,,10.15468/davngj,
"Taxonomic revision of the genus Eudonia Billberg, 1820 from China (Lepidoptera: Crambidae: Scopariinae)",Weichun Li; Houhun Li; Matthias Nuss,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.212626,
"Three new Achnanthidium (Bacillariophyceae) species from Lake Salda (Anatolia, Turkey), a deep soda lake",Cueneyt Nadir Solak; Agata Zofia Wojtal; Lukasz Peszek; Mateusz Rybak; Elif Yilmaz; Romain Gastineau; Saul Blanco,2022-06-24,SWITZERLAND,,Plazi,,10.15468/j6t86n,
"A review of the Neotropical microcaddisfly genus Acostatrichia Mosely, 1939 with description of a new species from Brazil (Trichoptera: Hydroptilidae: Leucotrichiinae)",Allan Paulo Moreira Santos,2020-03-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4755.2.1,
"Synopsis of Trissepyris Kieffer, 1905 (Hymenoptera, Bethylidae), an endemic Afrotropical genus, with description of a new species",Wesley D. Colombo; Celso O. Azevedo,2023-02-21,SWITZERLAND,,Plazi,,10.15468/ykgst2,
"Discovery of a new species of Lacon Laporte (Coleoptera: Elateridae: Agrypninae) endemic to Cyprus, with a modified tarsal morphology",Tamás Németh; Petr Brůha; Robin Kundrata,2020-05-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4780.3.7,
Revision of the Old World Sobarocephala (Diptera: Clusiidae),Owen Lonsdale,2014-01-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3760.2.4,
"Heteroradulum yunnanensis sp. nov. (Auriculariales, Basidiomycota) evidenced by morphological characters and phylogenetic analyses in China",Qian-Xin Guan; Chao-Mao Liu; Tang-Jie Zhao; Chang-Lin Zhao,2020-03-25,SWITZERLAND,,Plazi,,10.11646/phytotaxa.437.2.1,
"Revisão e análise cladística de Serdia Stål (Heteroptera, Pentatomidae, Pentatomini)",Nora Denise Fortes de Fortes; Jocélia Grazia,2005-09-30,SWITZERLAND,,Plazi,,10.1590/s0085-56262005000300002,
"The genus Labania Hedqvist 1963 (Hymenoptera, Braconidae: Doryctinae) with description of a new species from Brazil",Marco Aurélio Bortoni; Clóvis Sormus De Castro; Angélica Maria Penteado-Dias,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4007.4.10,
"A new species of genus Endasys Förster (Ichneumonidae, Cryptinae) parasitizing Pristiphora (Tenthredinidae) and a key to species from China",Chun-Hua Duan; Tao Li; Hai-Wei Wu; Mao-Ling Sheng,2020-02-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4743.1.9,
"Two new species and a new record of eriophyoid mites (Acari: Eriophyodea) from Guangxi, China",An-Kang Lv; Wei-Qiaochu He; Xian-Liangyu Gao; Meng-Chao Tan; Guo-Quan Wang,2022-08-19,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/pbyhr8,
"A new species Agrypnus (Sabikikorius) uidoensis sp. nov. (Coleoptera: Elateridae) from the Sand Dune Shore of Ui-do Island, Korea",Tae Man Han; Ha Sik Sim; Seunghwan Lee; Hae Chul Park,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.274965,
"Forty-one new species of Coniceromyia Borgmeier (Diptera: Phoridae), an identification key, and new distributional records for the species of the genus",Danilo César Ament; Giar-Ann Kung; Brian V. Brown,2020-08-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4830.1.1,
