title,creators,publication_date,publisher_country,distributor_country,publisher,distributor,doi,url
Demospongiae of ANT XXIV / 2 (SYSTCO I) Expedition — Antarctic Eastern Weddell Sea,Christian Göcke; Dorte Janussen,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3692.1.5,
"Review of the Idaea proximaria complex (Lepidoptera, Geometridae, Sterrhinae) with descriptions of four new species",Rui Cheng; Da-Yong Xue; Nan Jiang; Hong-Xiang Han,2023-07-18,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/w339k8,
"The genus Cryptotendipes Beck et Beck in Florida, with the description of a new species (Diptera: Chironomidae: Chironominae)",J. H. Epler,2018-06-13,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4433.3.12,
Taxonomic updates and a new variety of Cosmarium redimitum from South America,Geraldo José Peixoto Ramos; Ivania Batista De Oliveira; Carlos Wallace Do Nascimento Moura,2021-08-10,SWITZERLAND,,Plazi,,10.11646/phytotaxa.514.1.5,
"Three new species of Spiladarcha Meyrick, 1913 (Lepidoptera: Urodidae) from Costa Rica",Jae-Cheon Sohn,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3884.1.6,
The Evaniidae (Hymenoptera: Evanioidea) of Turkey,E. Yildirim,2008-07-10,SWITZERLAND,,Plazi,,10.5281/zenodo.5429974,
"First report of the male of Zamora granulata Roewer, 1928, with implications on the higher taxonomy of the Zamorinae Kury, 1997 (Opiliones, Laniatores, Cranaidae)",Adriano B. Kury,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.210024,
"Checklist of Poduromorpha (Collembola: Hexapoda) from Rio de Janeiro, Brazil",Tatiana Cristina Da Silveira; Maria Cleide De Mendonça,2019-08-15,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4656.3.12,
"Ruthmuelleria, a new genus of Carinodulini (Coleoptera: Coccinellidae: Microweiseinae) from South Africa",Paweł Jałoszyński; Adam Ślipiński,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3784.3.7,
A new species of Philoria (Anura: Limnodynastidae) from the uplands of the Gondwana Rainforests World Heritage Area of eastern Australia,Terry Bertozzi,2022-02-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/6zbu3c,
"First report of the Afrotropical genus Securiops Jacobus, McCafferty & Gattolliat (Ephemeroptera, Baetidae) from Southeast Asia, with description of a new species",Thomas Kaltenbach; Sirikamon Phlai-ngam; Chanaporn Suttinun; Jean-Luc Gattolliat,2023-04-05,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/e64mkr,
A new genus for the Blue-and-yellow Tanager (Aves: Passeriformes): a suggested adjustment to the classification of the Thraupidae,Vítor De Q. Piacentini,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4276.2.11,
"On eleven new species of the orb-weaver spider genus Araneus Clerck, 1757 (Araneae, Araneidae) from Xishuangbanna, Yunnan, China",Xiaoqi Mi; Shuqiang Li,2022-12-22,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/x435qg,
A new species of genus Leluthia Cameron (Hymenoptera: Braconidae) parasitizing Agrilus sp. (Coleoptera: Buprestidae) from China with a key to the East Palaearctic species,Tao Li; Cornelis Van Achterberg; Zhi-Chun Xu,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4048.4.10,
"Japeaeiella dollŋpartoniana, a New Widespread Lichen in the Appalachian Mountains of Eastern North America",,2015-12-31,SWITZERLAND,,Plazi,,10.2179/14-036r2,
"First report of the genus Thirumalaia Zettel & Laciny, 2021 (Hemiptera: Veliidae) in the Ryukyu Islands, Japan, with the description of a new species",Ryosuke Matsushima Nidek,2022-05-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/8w3zj7,
"Biodiversity of Hawaiian Peyssonneliales (Peyssonneliaceae, Rhodophyta): new species in the genera Incendia and Seiria",Alison R. Sherwood; Feresa P. Cabrera; Heather L. Spalding; Erika A. Alvarado; Celia M. Smith; Brian B. Hauk; Stephen J. Matadobra; Randall K. Kosaki; Monica O. Paiano,2021-10-28,SWITZERLAND,,Plazi,,10.11646/phytotaxa.524.1.2,
New specimens from Mid-Cretaceous Myanmar amber illuminate the phylogenetic placement of Lagonomegopidae (Arachnida: Araneae),Xiangbo Guo; Paul A. Selden; Dong Ren,2021-06-16,SWITZERLAND,,Plazi,,10.15468/fabm2c,
Description of two new species of Polypedilum (Asheum) and immature stages of Polypedilum (A.) curticaudatum (Diptera: Chironomidae),Luiz Carlos Pinho; Fabio Laurindo Da Silva,2020-04-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4759.2.2,
New species of the genus Psix Kozlov & Lê (Hymenoptera: Platygastridae),Longjam Roni Kumar Singh; Norman F. Johnson; R A M A M U Rt H Y,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.282776,
"New findings on the taxonomy of the genus Coeleumenes van der Vecht (Hymenoptera: Vespidae: Eumeninae) from Vietnam, with description of a new species",Thai Van Mai; Lien Thi Phuong Nguyen,2021-05-10,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4969.1.12,
"Eight new Lepadellidae (Rotifera, Monogononta) from the Congo bring to level endemism in Africa’s rotifers",Yongting Luo; Hendrik Segers,2020-02-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4731.3.6,
"Supplement to the knowledge of Scaphisomatini of Sabah, Malaysia (Coleoptera: Staphylinidae: Scaphidiinae)",Ivan Löbl,2022-12-31,SWITZERLAND,,Plazi,,10.15468/buy4xf,
"Malleusocoris, a new South American genus of Myodochini (Hemiptera, Rhyparochromidae) with modified antennae, along with some new synonymies and new combinations for misplaced taxa",Pablo M. Dellape; Maria C. Melo,2023-04-21,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/zjrqyb,
"Species limits, patterns of secondary contact and a new species in the Trogon rufus complex (Aves: Trogonidae)",Jeremy Kenneth Dickens; Pierre-Paul Bitton; Gustavo A. Bravo; Luís Fábio Silveira,2021-03-06,SWITZERLAND,,Plazi,,10.1093/zoolinnean/zlaa169,
Entedoninae (Hymenoptera: Eulophidae) associated with gall-inducing insects (Diptera: Cecidomyiidae) in Panama,Miguel Paniagua; Christer Hansson; Enrique Medianero,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.190448,
"Trogonoptera brookiana mollumar d’Abrera, Doggett & Parker, 1976 (Lepidoptera: Papilionidae), a subspecies or a synonym?",Chooi-Khim Phon; Laurence G. Kirton; Yusoff Norma-Rashid,2019-08-13,SWITZERLAND,,Plazi,,10.5852/ejt.2019.544,
DNA barcoding and morphological analyses reveal a cryptic species of Miniopterus from India and Sri Lanka,Tharaka Kusuminda; Amani Mannakkara; Kanishka D. B. Ukuwela; Sergei V. Kruskop; Chamara J. Amarasinghe; Uttam Saikia; Parvathy Venugopal; Mathisha Karunarathna; Rajika Gamage; Manuel Ruedi; Gábor Csorba; Wipula B. Yapa; Bruce D. Patterson,2022-08-18,SWITZERLAND,,Plazi,,10.15468/matemv,
"Description of a new species of Dascillus Latreille from Sichuan, China (Coleoptera: Dascillidae)",Zhenyu Jin; Guanglin Xie; Qixin Yang,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4200.2.5,
"Macrochelid mites (Mesostigmata: Macrochelidae) from São Paulo state, Brazil, with description of a new species of Macrocheles",Letícia H. Azevedo; Raphael C. Castilho; Marielle M. Berto; Gilberto J. De Moraes,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4269.3.5,
Taxonomic studies on potter wasps (Hymenoptera: Vespidae: Eumeninae) of south India,Arati Pannure; James M. Carpenter,2016-09-27,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4171.1.1,
"A new species of Lepidodactylus (Squamata: Gekkonidae) from Umboi Island, Papua New Guinea",Fred Kraus; Varpu Vahtera; Valter Weijola,2023-05-30,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/bn5pxc,
"Key to the Chinese species of the subgenus Sphodromimus Casale, 1984 (Carabidae, Chlaeniini, Chlaenius) with descriptions of two new species",Yuyao Qin; Christoph Germann; Hongbin Liang,2022-12-12,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/zsxzsv,
"Diversity of the southern Africa Lacustricola Myers, 1924 and redescription of Lacustricola johnstoni (Guenther, 1894) and Lacustricola myaposae (Boulenger, 1908) (Cyprinodontiformes, Procatopodidae)",Pedro H. N. Braganca; Ryan M. van Zeeventer; Roger Bills; Denis Tweddle; Albert Chakona,2020-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.923.48420,
"A taxonomic review of the genus Diptychophora Zeller (Lepidoptera, Pyralidae sensu lato, Crambinae) in Brazil, with descriptions of three new species",Bernard Landry; Vitor O. Becker,2021-04-23,SWITZERLAND,,Plazi,,10.35929/rsz.0036,
"Two new asexual genera and six new asexual species in the family Microthyriaceae (Dothideomycetes, Ascomycota) from China",Min Qiao; Hua Zheng; Ji-Shu Guo; Rafael F. Castaneda-Ruiz; Jian-Ping Xu; Jie Peng; Ke-Qin Zhang; Ze-Fen Yu,2021-11-29,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/mycokeys.85.70829,
A new species of Aleuroclava Singh (Hemiptera: Aleyrodidae) from Iran,Jalil Hajizadeh,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.194662,
New Mexican and Central American species of Agrilus Curtis (Coleoptera: Buprestidae) mimetic of flies,Henry A. Hespenheide,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.279976,
Bumblebees of the hypnorum-complex world-wide including two new near-cryptic species (Hymenoptera: Apidae),Paul H. Williams; Phurpa Dorji; Zongxin Ren; Zhenghua Xie; Michael Orr,2022-11-22,SWITZERLAND,,Plazi,,10.15468/aqvh9b,
A revision of Gomphostemma (Lamiaceae),Bhanubong Bongcheewin; Martin J. Ingrouille; Alan J. Paton,2022-03-30,SWITZERLAND,,Plazi,,10.15468/vpj35k,
"A new species of Saxifraga (Saxifragaceae) from northeastern Anatolia, Turkey",Betül Gürcan; Olcay Düşen; Ergun Kaya,2023-07-18,SWITZERLAND,,Plazi,,10.15468/9sw2gj,
"The genus Hylaeus Fabricius in Mongolia, an updated species inventory (Hymenoptera: Apoidea, Colletidae)",Holger H. Dathe; Maxim Yu. Proshchalykin,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4121.4.1,
A remarkable new species of gecko (Squamata: Gekkonidae: Hemidactylus) from scrublands at the southern tip of India,Akshay Khandekar; Tejas Thackeray; Rameshwaran Mariappan; Satpal Gangalmale; Vivek Waghe; Swapnil Pawar; Ishan Agarwal,2023-05-11,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/nrpp2n,
Comparison of the recently described early Permian paoliid genus Permomertovia with the ‘ eoblattid’ genera of the families Permulidae and Permotermopsidae,ANDRÉ NEL; MARKUS J. POSCHMANN,2021-02-26,SWITZERLAND,,Plazi,,10.11646/palaeoentomology.4.1.8,
"Transfer of the assassin bug Helonotus pallidulus Walker to the genus Heza Amyot & Serville (Hemiptera, Heteroptera, Reduviidae, Harpactorinae, Harpactorini)",Helcio R. Gil-Santana; Michael D. Webb,2019-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.872.35137,
Three new genera of Oriental scuttle flies (Diptera: Phoridae),R. Henry L. DISNEY,2015-12-31,SWITZERLAND,,Plazi,,10.15468/jbmjy8,
"Diversity of fungi associated with Monochamus alternatus larval habitats in Bursaphelenchus xylophilus - infected Pinus massoniana and identification of two new ophiostomatalean species (Ascomycota, Ophiostomatales)",Guiheng Zheng; Minqi You; Xuening Li; Qinzheng Zhou; Zheng Wang; Huimin Wang; Quan Lu,2022-08-01,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/n9gx3r,
"Contribution to the knowledge of subterranean ground beetles from eastern Wuling Mountains, China (Coleoptera: Carabidae: Trechinae)",Mingyi Tian; Xinglong Huang; Chenliang Li,2021-02-10,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4926.4.3,
"The molecular phylogeny and morphology revealed a new wood-rotting fungus Vararia yunnanensis (Peniophoraceae, Russulales) in Yunnan Province, China",Ying-Lian Deng; Chang-Lin Zhao,2023-01-31,SWITZERLAND,,Plazi,,10.15468/4pkece,
"New species of caddisflies with bipectinate antennae from Cretaceous Burmese amber (Insecta, Trichoptera: Odontoceratidae, Calamoceratidae)",Wilfried Wichard; Marianne Espeland; Patrick Müller; Bo Wang,2020-05-27,SWITZERLAND,,Plazi,,10.5852/ejt.2020.653,
"The genus Acropimpla Townes (Hymenoptera: Ichneumonidae: Pimplinae) in Vietnam, with descriptions of three new species",Nhi Thi Pham; Gavin R. Broad; Wolfgang J. Wägele,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.200549,
"A new endoparasitic gregarine genus, Stomatocystis indica gen. nov., sp. nov. (Apicomplexa: Sporozoea: Stomatophorinae) from the seminal vesicles of an Indian earthworm (Annelida: Oligochaeta) Amynthas diffringens Baird",Probir K. Bandyopadhyay; Amlan Kumar Mitra; Bayram Göçmen,2006-05-01,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.2646203,
New data on freshwater psammic Gastrotricha from Brazil,Andre R. S. Garraffoni; Thiago Q. Araujo; Anete P. Lourenco; Maria Balsamo,2010-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.60.495,
"New taxa and new records of butterflies from Vietnam (Lepidoptera, Papilionoidea)",Alexander L. Monastyrskii; Vu Van Lien,2021-10-08,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5048.4.2,
Ameisen des Herrn Prof. v. Ihering aus Brasilien (Sao Paulo usw.) nebst einigen anderen aus Südamerika und Afrika (Hym.).,A. Forel,1911-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/fpszy8,
"A checklist of millipede genus Hyleoglomeris Verhoeff, 1910 in mainland China, with descriptions of seven new species (Diplopoda, Glomerida, Glomeridae)",Weixin Liu; Mingyi Tian,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4032.1.5,
"A New Species of Thomasomys (Rodentia: Muridae) from Eastern Ecuador, with Remarks on Mammalian Diversity and Biogeography in the Cordillera Oriental",ROBERT S. VOSS,2003-12-09,SWITZERLAND,,Plazi,,10.1206/0003-0082(2003)421<0001:ansotr>2.0.co;2,
A new aetosaur genus (Archosauria: Pseudosuchia) from the early Late Triassic of southern Brazil,Julia B. Desojo; Martín D. Ezcurra; Edio E. Kischlat,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.279748,
New Leptotarsus from the Early Cretaceous of Brazil and Spain: the oldest members of the family Tipulidae (Diptera),Guilherme C. Ribeiro; Elena D. Lukashevich,2014-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3753.4.4,
Catalogue of Tenebrionidae (Coleoptera) of North America,Yves Bousquet; Donald Thomas; Patrice Bouchard; Aaron Smith; Rolf Aalbu; M. Andrew Johnston; Warren Steiner,2021-08-31,,,,,10.15468/wm3ukc,
The Neotropical caddisfly genus To l h u a c a (Trichoptera: Glossosomatidae),Desiree R. Robertson; Ralph W. Holzenthal,2005-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.170190,
"Descriptions of two new species of Euxoa Hübner, [1821], subgenus Pleonectopoda Grote, 1873, from Siberia (Lepidoptera, Noctuidae)",V. S. Kononenko; G. Behounek; P. Gyulai,2018-09-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4483.2.2,
Descriptions of two new species of Gonatocerus (Hymenoptera: Mymaridae) from southeastern Europe,Serguei V. Triapitsyn; Atanas D. Donev; John T. Huber,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3718.3.4,
"Additional records of the genus Hylaeus Fabricius, 1793 (Hymenoptera: Apoidea: Colletidae) from Siberia, with description of a new species",Maxim Yu. Proshchalykin; Holger H. Dathe,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4105.4.1,
"Mudwigglus gen. n. (Nematoda: Diplopeltidae) from the continental slope of New Zealand, with description of three new species and notes on their distribution",Daniel Leduc,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3682.2.8,
A new species of Ungla (Neuroptera: Chrysopidae) that exhibits remarkable homoplasy in male secondary sexual characters,Catherine A. Tauber,2019-11-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4700.1.4,
"A synoptic review of the genus Thaumaspis Bolivar (Orthoptera, Tettigoniidae, Meconematinae) with the description of a new genus and four new species",Hanqiang Wang; Xianwei Liu; Kai Li,2014-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.443.7529,
"Diversity and biogeography of land snails (Mollusca, Gastropoda) in the limestone hills of Perak, Peninsular Malaysia",Junn Kitt Foon; Gopalasamy Reuben Clements; Thor-Seng Liew,2017-07-04,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.682.12999,
"On the taxonomic position of Hesperophanes cinereus Blanchard in Gay, 1851 (Coleoptera: Cerambycidae)",Francesco Vitali,2019-01-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4550.3.11,
"Notes on Leuctra signifera Kempny, 1899 and Leuctra austriaca Aubert, 1954 (Plecoptera: Leuctridae), with the description of a new species",Jean-Paul G. Reding; Gilles Vinçon; Wolfram Graf,2023-05-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/t2wnm8,
"The cephalopods of the Boda Limestone, Late Ordovician, of Dalarna, Sweden",Björn Kröger,2013-03-27,SWITZERLAND,,Plazi,,10.5852/ejt.2013.41,
"A new species of Anteon from Zimbabwe (Hymenoptera, Dryinidae)",Massimo Olmi; Leonardo Capradossi; Adalgisa Guglielmino,2021-11-17,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5068.3.9,
The outstanding suction-feeder Marcopoloichthys furreri new species (Actinopterygii) from the Middle Triassic Tethys Realm of Europe and its implications for early evolution of neopterygian fishes,Gloria Arratia,2022-07-05,SWITZERLAND,,Plazi,,10.15468/35z27u,
A new genus and new species of Aeptini (Hemiptera: Heteroptera: Pentatomidae: Pentatominae) from Australia,Eduardo I. Faúndez; David A. Rider,2019-08-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4658.1.11,
"The species of Ctenopelma Holmgren (Hymenoptera, Ichneumonidae) from China",Shu-Ping Sun; Mao-Ling Sheng; Chun Gao,2019-08-20,SWITZERLAND,,Plazi,,10.5852/ejt.2019.545,
Two new species of Cunaxa (Acari: Prostigmata: Cunaxidae) from Vietnam,Stanislav Kalúz; Sergey G. Ermilov,2022-01-10,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5087.4.3,
"A new charismatic Caenis Stephens, 1835 (Ephemeroptera: Caenidae) from Southern India",Pandiarajan Srinivasan; T. Sivaruban; S. Barathy; Peter Malzacher; Rajasekaran Isack,2021-02-04,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4926.1.7,
"Four new species of cave-adapted pseudoscorpions (Pseudoscorpiones, Pseudotyrannochthoniidae) from Guizhou, China",Zhizhong Gao; Yanmeng Hou; Feng Zhang,2023-01-09,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/jk4x8k,
A Revision of the Genus Diastolinus Mulsant and Rey (Coleoptera: Tenebrionidae),Charles J. Hart; Michael A. Ivie,2016-09-30,SWITZERLAND,,Plazi,,10.15468/kqtg2w,
"New Asian Hydroscapha, with comments on male-female association of co-occuring species (Coleoptera, Myxophaga, Hydroscaphidae)",Martin Fiká Č Ek; Hana Šípková,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.191255,
"First report of the genus Spinomarmessoidea (Phasmatodea, Lonchodidae Necrosciinae) from China, with the description of a new species",Hao-Ran Gao; Yong-He Li,2023-02-09,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/qrbgsg,
"New Ptiliidae (Coleoptera) from Sarawak in the spirit collection of the Natural History Museum, London",Michael Darby,2019-04-04,SWITZERLAND,,Plazi,,10.5852/ejt.2019.512,
A new species of Toxorhinus Lacordaire (Coleoptera: Curculionidae: Dryophthorinae; Rhynchophorini) from Ecuador,Robert S. Anderson,2023-04-20,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/3nuskd,
"Taxonomy of the Neolycaena (Rhymnaria) davidi (Oberthür, 1881) species group with the description of two new taxa from Russia and China (Lepidoptera, Lycaenidae)",Anatoly V. Krupitsky,2021-05-06,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4966.5.1,
"Aerofilum fasciculatum gen. nov., sp. nov. (Oculatellaceae) and Euryhalinema pallustris sp. nov. (Prochlorotrichaceae) isolated from an Indian mangrove forest",Sandeep Chakraborty; Veerabadhran Maruthanayagam; Anushree Achari; Arnab Pramanik; Parasuraman Jaisankar; Joydeep Mukherjee,2021-10-11,SWITZERLAND,,Plazi,,10.11646/phytotaxa.522.3.1,
"Review of the genus Craspedolcus Enderlein sensu lato in China, with the description of a new genus and four new species (Hymenoptera, Braconidae, Braconinae)",Yang Li; Cornelis van Achterberg; Xue-xin Chen,2017-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.647.11247,
Cretaceous Scolebythidae and Phylogeny of the Family (Hymenoptera: Chrysidoidea),MICHAEL S. ENGEL; DAVID A. GRIMALDI,2007-05-16,SWITZERLAND,,Plazi,,10.1206/0003-0082(2007)475[1:csapot]2.0.co;2,
"Morphological evidence from immature stages further suggests Lignyodina being close to Tychiina (Coleoptera, Curculionidae, Curculioninae, Tychiini)",Roberto Caldara,2017-09-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4320.3.2,
A new species and new records of syringophilid mites (Acari: Prostigmata: Syringophilidae) from birds of Jordan,Maciej Skoracki; Fares Khourly,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.179527,
"Evolutionary significance of the retiolitine Gothograptus (Graptolithina) with four new species from the Silurian of the East European Platform (Baltica), Poland and Lithuania",Anna Kozłowska; Denis Bates; Jan Zalasiewicz; Sigitas Radzevičius,2019-03-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4568.3.2,
"Taxonomic review of genus Microrhagus Dejean, 1833 from Korea, with description of a new species (Coleoptera, Eucnemidae, Melasinae, Dirhagini)",Jinbae Seung; Seunghwan Lee,2018-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.781.21106,
"Die Gattungen der Eumeninae im Nahen Osten, in Nordafrika und in Arabien (Hymenoptera: Vespidae: Eumeninae)",J. Gusenleitner,2013-07-31,SWITZERLAND,,Plazi,,10.5281/zenodo.4526087,
Checklist of the Elmidae (Coleoptera: Byrrhoidea) of Brazil,Melissa Ottoboni Segura; Francisco Valente-Neto; Alaíde Aparecida Fonseca-Gessner,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.280708,
"A new species of jupati, genus Metachirus Burmeister 1854 (Didelphimorphia, Didelphidae) for the Brazilian Amazon",Cleuton Lima Miranda; Mario da Silva Nunes; Arielli Fabrício Machado; Izeni Pires Farias; Fernando Heberson Menezes; Natalia Carneiro Ardente; Manoel Dos Santos-Filho; Yennie Katarina Bredin; Maria Nazareth F. da Silva,2023-01-10,SWITZERLAND,,Plazi,,10.15468/k9nfgt,
"Aplectana hoplobatrachusia sp. nov. (Nematoda: Cosmocercidae) in Hoplobatrachus crassus (Jerdon, 1853) (Anura: Dicroglossidae) from Birbhum District, West Bengal, India",Sujan Kumar Sou; Kanchan Kumar Sow; Anadi Prasad Nandi,2018-09-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4472.1.12,
"First Immature of the New World Treehopper tribe Thuridini (Hemiptera, Membracidae, Smiliinae) with a new synonym, a new combination, and a new country record",Stuart H. McKamey; Mitchell J. Porter,2016-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.557.6602,
"Aradidae (Heteroptera) new to North America and Canada, with some additional provincial and state records for Canada and the USA",Ernst Heiss; Geoffrey G. E. Scudder,2019-12-20,SWITZERLAND,,Plazi,,10.5281/zenodo.3738639,
"A new species, new geographical records, and taxonomic notes in Oreodera Audinet-Serville, 1835 (Coleoptera: Cerambycidae: Lamiinae)",James E. Wappes; Antonio Santos-Silva,2019-04-30,SWITZERLAND,,Plazi,,10.5281/zenodo.3670562,
"Four new species of the genus Agrilus Curtis, 1825 from Ecuador (Coleoptera, Buprestidae)",Gianfranco Curletti,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3985.4.6,
Correction to the identification of a pioneer species of Collembola found on Anak Krakatau in 1931,Penelope Greenslade,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.183315,
A review of the Nemacheilinae genus Oreonectes Günther with descriptions of two new species (Teleostei: Balitoridae),Li-Na Du; Xiao-Yong Chen; Jun-Xing Yang,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.181269,
New species of the genus Cheumatopsyche Wallengren 1891 (Insecta: Trichoptera: Hydropsychidae) from Indian Himalaya,Manpreet Singh Pandher; Hans Malicky; Sajad H. Parey,2018-02-15,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4379.3.4,
"A maximalist approach to the systematics of a biological control agent: Gryon aetherium Talamas, sp. nov. (Hymenoptera, Scelionidae)",Elijah J. Talamas; Jonathan S. Bremer; Matthew R. Moore; Marie-Claude Bon; Zachary Lahey; Cheryl G. Roberts; Lynn A. Combee; Natalie McGathey; Simon van Noort; Alexander V. Timokhov; Evelyne Hougardy; Brian Hogg,2021-12-23,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/jhr.87.72842,
"Anthemis sect. Hiorthia (Asteraceae) on Kriti Island, Greece: high ploidy levels and a new species",Katerina Goula; Theophanis Constantinidis,2023-07-13,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/hw6zq7,
