Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SE,CN,VN,,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SE,TH,,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,CN,VN,,32,leather products (small),Number of specimens,Q,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,CN,VN,,116,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,ES,VN,,8,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,FR,TH,,227.20238123,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,FR,VN,,1758.48809754,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,FR,VN,1,,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,FR,VN,,1,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,HK,VN,,27,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,ID,SG,,3,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,TH,,1,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,TH,6,,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,TH,,6,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,VN,,1,garments,Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,VN,,4,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,VN,,28,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,VN,,246,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,IT,VN,,28,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,JP,VN,8,,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,PH,VN,,7,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,PL,VN,,10,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,TH,VN,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,VN,,,5,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SG,VN,,2950,2950,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,SK,CN,VN,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,ES,VN,132,262,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,FR,VN,,13,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,IT,VN,,13,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,IT,VN,4,4,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,IT,VN,,45,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,JP,VN,120,,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,SG,VN,,20,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TH,VN,,130,148,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TN,ES,VN,,93,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TN,ES,VN,48,,skins,,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TN,FR,VN,,4,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,CH,TH,4,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,CH,VN,2,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,CH,VN,311,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,ES,VN,12,12,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,TH,2,1.33333334,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,VN,1,1,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,VN,1,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,VN,83,75.33333340,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,VN,35,,leather products (small),,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,,17,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,242,312,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,40,,leather products (small),,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,57,99,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,IT,VN,4,4,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,TH,VN,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,ES,VN,,7,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,FR,VN,,3,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,IT,TH,,3,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,IT,VN,,6,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,IT,VN,,219,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,IT,VN,,56,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,PL,VN,,6,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,TH,VN,,5,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,VN,,,154,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TW,VN,,,1230,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UA,IT,VN,,5,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UA,IT,VN,,15,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UA,TH,VN,,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CA,VN,43,8,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CA,VN,16,16,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CH,TH,55,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CH,VN,141,,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CH,VN,930,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CH,VN,2909,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,CN,VN,15,116,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,ES,VN,162,971,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,ES,VN,413,863,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,LA,1,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,TH,251,242.91666680,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,VN,,1,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,VN,1,,leather products (large),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,VN,5,,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,VN,1821,958.91666349,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,VN,125,129,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,FR,VN,6,6,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,GB,VN,9,,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,GB,VN,1,9,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,VN,,1,jewellery,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,VN,2,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,HK,VN,2,6,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,ID,12,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,MY,1,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,TH,5,8,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,TH,3,4,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,TH,282,282,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,TH,33,33,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,US,,1,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,8,,garments,Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,99,111,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,1,1,leather products (large),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,29,2,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,78,539,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,3294,3015,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,603,603,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,IT,VN,41,68,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,JP,VN,4,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,MO,VN,2,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,MX,LA,40,172,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,MX,TH,174,42,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,MX,VN,3065,3076,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,NL,VN,118,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,NL,VN,,110,leather products (small),,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,PL,ID,6,6,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,PL,VN,18,44,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,PL,VN,519,942,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,QA,VN,23,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,SG,VN,1,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,SG,VN,,53,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,TH,VN,,4,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,TR,VN,,58,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,VN,,1,,leather products (large),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,VN,,,1200,meat,kg,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,ZA,TH,,24,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,ZA,VN,31,5,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,US,ZA,,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UZ,IT,VN,,13,garments,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UZ,IT,VN,,4,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,UZ,IT,VN,,4,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VE,FR,VN,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VE,IT,VN,,1,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VE,IT,VN,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,CH,VN,31,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,ES,VN,,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,FR,VN,,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,IT,IT,,53,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,IT,TH,3,3,skin pieces,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,IT,VN,,2,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,IT,VN,1,5,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,IT,VN,223,170,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,JP,VN,64,,skins,Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,SG,TH,1,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,SG,VN,11,12,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,SG,XV,1,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,VN,TH,VN,,2,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XV,DE,VN,,1,leather products (large),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XV,MC,TH,,7,leather products (small),,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XV,MC,VN,,11,leather products (small),,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XV,RU,,,1,live,,Q,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XX,ES,VN,,1,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XX,IT,VN,,18,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,XX,NO,VN,,16,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,ZA,CH,,120,,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,ZA,IT,VN,,2,leather products (small),Number of specimens,P,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,ZA,IT,VN,,44,leather products (small),Number of specimens,T,C
2023,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,ZA,SG,VN,,1,leather products (small),Number of specimens,T,C
2023,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,AT,1,,live,Number of specimens,T,C
2023,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,AT,,1,live,,T,C
2023,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,JP,ID,,,20,live,Number of specimens,T,C
2023,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,KR,IT,VN,,1,leather products (small),Number of specimens,P,C
2023,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,PA,US,,2,,live,,T,C
2023,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,US,ID,,,40,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,AT,2,,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,AT,,2,live,,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,CA,US,,,4,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,42,,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,US,,5,5,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,JP,CZ,DE,,24,live,,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,JP,US,,,13,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,MX,SG,LA,1050,1050,skins,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,RU,BY,,,2,live,Number of specimens,B,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,US,CA,,2,10,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,US,ID,,52,65,live,Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,US,MX,ID,28,,leather products (small),Number of specimens,T,C
2023,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,US,MX,LA,1452,,leather products (small),Number of specimens,T,C
2023,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,JP,CZ,DE,,8,live,,T,C
2023,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,JP,DE,,,7,live,Number of specimens,T,C
2023,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,JP,ID,,,20,live,Number of specimens,T,C
2023,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,TW,ID,,,27,live,Number of specimens,T,C
2023,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,US,CA,,1,10,live,Number of specimens,T,C
2023,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,US,ID,,,62,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,NL,79,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,NL,,79,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,SK,50,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,SK,,50,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,,185,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,CZ,,,185,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,DE,,2,2,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,GB,,46,55,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,NL,,118,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,AE,NL,,,118,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,BE,GB,,75,,specimens,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,BN,MY,,11,,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CA,NL,,,26,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CA,US,,,2,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CA,US,,,357,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,AT,,,21,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,DE,GH,,1,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,DE,,,15,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,DE,,,23,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,HU,DE,,1,live,,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,HU,,,2,live,,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,NL,DE,,1,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,US,,,1,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CN,ZA,,,200,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,DE,CA,,,53,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,DE,CH,,4,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,DE,US,,61,61,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,DE,US,,1000,,specimens,mg,M,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,DE,US,,,1000,specimens,mg,S,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,DE,,12,112,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,HK,TW,26,,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,MY,,1,,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,NL,,167,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,NL,,,82,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,US,BE,,1,live,Number of specimens,P,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,US,,131,124,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,ZA,,12,12,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GG,GB,,2,1,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GT,US,,,9,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,HK,CA,,,20,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,HK,NL,,365,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,HK,NL,,,320,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,HK,US,,537,537,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,HK,ZA,,339,220,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,ID,CZ,,,3,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,ID,NL,,30,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,ID,NL,,,51,live,,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,ID,US,,795,183,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,IE,GB,,15,,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,IL,DE,,,114,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,IR,DE,,,20,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,JP,CA,,,1610,live,Number of specimens,T,C
2023,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,JP,CN,,,50,live,Number of specimens,T,C
